Year,Age,Level,Employer,Role
1990,27,College,Columbia,Secondary/Special Teams
1991,28,College,Columbia,Outside Linebackers/Strong Safeties
1992,29,College,New Hampshire,Running Backs
1993,30,College,Johns Hopkins,Defensive Coordinator
1994,31,College,New Hampshire,Running Backs
1995,32,College,New Hampshire,Running Backs
1996,33,College,New Hampshire,Running Backs
1997,34,College,New Hampshire,Offensive Line
1998,35,College,New Hampshire,Offensive Line
1999,36,College,New Hampshire,Offensive Coordinator
2000,37,College,New Hampshire,Offensive Coordinator
2001,38,College,New Hampshire,Offensive Coordinator
2002,39,College,New Hampshire,Offensive Coordinator
2003,40,College,New Hampshire,Offensive Coordinator
2004,41,College,New Hampshire,Offensive Coordinator
2005,42,College,New Hampshire,Offensive Coordinator
2006,43,College,New Hampshire,Offensive Coordinator
2007,44,College,Oregon,Offensive Coordinator
2008,45,College,Oregon,Offensive Coordinator
2009,46,College,Oregon,Head Coach
2010,47,College,Oregon,Head Coach
2011,48,College,Oregon,Head Coach
2012,49,College,Oregon,Head Coach
2013,50,NFL,Philadelphia Eagles,Head Coach
2014,51,NFL,Philadelphia Eagles,Head Coach
2015,52,NFL,Philadelphia Eagles,Head Coach
2016,53,NFL,San Francisco 49ers,Head Coach
2018,55,College,UCLA,Head Coach
2019,56,College,UCLA,Head Coach
2020,57,College,UCLA,Head Coach
2021,58,College,UCLA,Head Coach
2022,59,College,UCLA,Head Coach
2023,60,College,UCLA,Head Coach
2024,61,College,Ohio State,Offensive Coordinator/QB
2025,62,NFL,Las Vegas Raiders,Offensive Coordinator
