,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2023,193,2731,531,5.1,13,9,160,189,275,1831,9,4,6.2,90,237,900,9,3.8,51,39,324,19,96,36.5,12.5,Own 32.0,2:37,5.73,28.3,1.84,107,38,35.5,11,4,36.4,21,10,47.6
1,2022,404,6075,1072,5.7,22,13,352,394,596,3959,25,9,6.3,208,448,2116,16,4.7,114,90,674,30,181,39.2,12.2,Own 29.6,2:48,6.12,33.5,2.08,215,90,41.9%,27,14,51.9%,58,31,53.4%
2,2021,253,5191,1028,5.0,29,12,304,361,604,3436,12,17,5.4,178,392,1755,13,4.5,92,104,856,34,178,26.4,15.7,Own 25.7,2:37,5.93,29.2,1.38,212,76,35.8%,31,18,58.1%,39,20,51.3%
3,2020,306,5218,997,5.2,25,9,310,387,616,3699,25,16,5.6,205,337,1519,9,4.5,80,107,1071,25,171,30.4,14.0,Own 26.5,2:36,5.98,30.5,1.71,207,84,40.6%,26,7,26.9%,45,27,60.0%
4,2019,300,5468,1020,5.4,20,12,298,364,589,3760,24,8,6.0,183,389,1708,3,4.4,85,132,1165,30,177,33.9,10.2,Own 25.9,2:45,5.95,30.9,1.63,220,76,34.5%,25,12,48.0%,47,19,40.4%
5,2018,245,4832,1005,4.8,29,16,277,329,536,3109,15,13,5.3,164,416,1723,7,4.1,92,121,1112,21,180,25.0,15.6,Own 27.0,2:41,5.76,26.9,1.24,230,93,40.4%,17,8,47.1%,34,15,44.1%
6,2017,417,5855,1078,5.4,23,10,332,316,527,3593,21,13,6.5,193,527,2262,18,4.3,101,112,936,38,199,34.7,11.1,Own 29.2,2:36,5.60,29.4,1.82,227,85,37.4,13,10,76.9,50,32,64.0
7,2016,318,5359,1052,5.1,29,13,321,369,626,3728,24,16,5.6,207,392,1631,8,4.2,75,129,1187,39,191,31.4,13.6,Own 26.6,2:27,5.71,28.0,1.63,221,78,35.3%,16,7,43.8%,40,24,60.0%
8,2015,376,5581,1012,5.5,28,10,313,355,607,4108,35,18,6.2,215,354,1473,5,4.2,69,105,880,29,193,34.2,14.0,Own 27.2,2:19,5.40,28.6,1.85,205,72,35.1%,15,8,53.3%,54,29,53.7%
9,2014,249,4634,988,4.7,26,8,271,325,557,3001,15,18,4.8,154,360,1633,9,4.5,86,73,573,31,195,22.6,12.8,Own 25.7,2:14,5.20,23.7,1.17,216,69,31.9%,19,7,36.8%,32,13,40.6%
