Year,Age,Level,Employer,Role
1973,40,NFL,San Diego Chargers,Offensive Line
1974,41,NFL,Cleveland Browns,Offensive Line
1975,42,NFL,Cleveland Browns,Head Coach
1976,43,NFL,Cleveland Browns,Head Coach
1977,44,NFL,Cleveland Browns,Head Coach
1979,46,CFL,Toronto Argonauts,Head Coach
1980,47,NFL,Cincinnati Bengals,Head Coach
1981,48,NFL,Cincinnati Bengals,Head Coach
1982,49,NFL,Cincinnati Bengals,Head Coach
1983,50,NFL,Cincinnati Bengals,Head Coach
1984,51,NFL,Green Bay Packers,Head Coach
1985,52,NFL,Green Bay Packers,Head Coach
1986,53,NFL,Green Bay Packers,Head Coach
1987,54,NFL,Green Bay Packers,Head Coach
1989,56,College (FBS),Southern Methodist,Head Coach
1990,57,College (FBS),Southern Methodist,Head Coach
1994,61,CFL,Shreveport Pirates,Head Coach
1995,62,CFL,Shreveport Pirates,Head Coach
