Year,Age,Level,Employer,Role
2000,32,NFL,Denver Broncos,Special Team Assistant
2001,33,NFL,Denver Broncos,Special Team Assistant
2002,34,NFL,Denver Broncos,Special Team Assistant
2003,35,NFL,Jacksonville Jaguars,Running Backs
2004,36,NFL,Jacksonville Jaguars,Running Backs
2005,37,NFL,Dallas Cowboys,Running Backs
2006,38,NFL,Dallas Cowboys,Running Backs
2007,39,NFL,Cleveland Browns,Running Backs
2008,40,NFL,Cleveland Browns,Running Backs
2009,41,NFL,New York Jets,Running Backs
2010,42,NFL,New York Jets,Running Backs
2011,43,NFL,New York Jets,Running Backs
2012,44,NFL,New York Jets,Running Backs
2013,45,NFL,New York Jets,Asst. Head Coach/Running Backs
2014,46,NFL,New York Jets,Asst. Head Coach/Running Backs
2015,47,NFL,Buffalo Bills,Asst. Head Coach/Running Backs
2016,48,NFL,Buffalo Bills,Offensive Coordinator/Running Backs
2017,49,NFL,Los Angeles Chargers,Head Coach
2018,50,NFL,Los Angeles Chargers,Head Coach
2019,51,NFL,Los Angeles Chargers,Head Coach
2020,52,NFL,Los Angeles Chargers,Head Coach
2021,53,NFL,Detroit Lions,Offensive Coordinator
2022,54,NFL,San Francisco 49ers,Asst. Head Coach/Running Backs
2023,55,NFL,San Francisco 49ers,Asst. Head Coach/Running Backs
2024,56,NFL,Washington Commanders,Run Game Coordinator/RB
2025,57,NFL,Washington Commanders,Run Game Coordinator/RB
