Year,Age,Level,Employer,Role
1988,29,College (NAIA),Trinity College,Head Coach
1989,30,College (NAIA),Trinity College,Head Coach
1990,31,College (NAIA),Trinity College,Head Coach
1991,32,College (NAIA),Trinity College,Head Coach
1992,33,College (NAIA),Trinity College,Head Coach
1993,34,College (NAIA),Trinity College,Head Coach
1994,35,College (NAIA),Trinity College,Head Coach
1995,36,College (NAIA),Trinity College,Head Coach
1996,37,College (NAIA),Trinity College,Head Coach
1997,38,College (FBS),Illinois,Defensive Backs
1998,39,College (FBS),Illinois,Defensive Backs
1999,40,NFL,Philadelphia Eagles,Defensive Backs
2000,41,NFL,Philadelphia Eagles,Defensive Backs
2001,42,NFL,Philadelphia Eagles,Defensive Backs
2002,43,NFL,Philadelphia Eagles,Defensive Backs
2003,44,NFL,Cincinnati Bengals,Defensive Coordinator
2004,45,NFL,Cincinnati Bengals,Defensive Coordinator
2005,46,NFL,Indianapolis Colts,Defensive Backs
2006,47,NFL,Indianapolis Colts,Defensive Backs
2007,48,NFL,Minnesota Vikings,Defensive Coordinator
2008,49,NFL,Minnesota Vikings,Assistant Head Coach/Defensive Coordinator
2009,50,NFL,Minnesota Vikings,Assistant Head Coach/Defensive Coordinator
2010,51,NFL,Minnesota Vikings,Assistant Head Coach/Defensive Coordinator
2010,51,NFL,Minnesota Vikings,Head Coach
2011,52,NFL,Minnesota Vikings,Head Coach
2012,53,NFL,Minnesota Vikings,Head Coach
2013,54,NFL,Minnesota Vikings,Head Coach
2014,55,NFL,Tampa Bay Buccaneers,Defensive Coordinator
2015,56,NFL,Tampa Bay Buccaneers,Defensive Coordinator
2016,57,NFL,Baltimore Ravens,Secondary
2017,58,NFL,Buffalo Bills,Defensive Coordinator
2018,59,NFL,Buffalo Bills,Defensive Coordinator
2019,60,NFL,Buffalo Bills,Defensive Coordinator
2020,61,NFL,Buffalo Bills,Assistant Head Coach/Defensive Coordinator
2021,62,NFL,Buffalo Bills,Assistant Head Coach/Defensive Coordinator
2022,63,NFL,Buffalo Bills,Assistant Head Coach/Defensive Coordinator
2024,65,NFL,Seattle Seahawks,Assistant Head Coach
2025,66,NFL,Seattle Seahawks,Assistant Head Coach
