Year,Age,Level,Employer,Role
1950,21,College,Adelphi Univ.,Freshman/Line Coach
1951,22,College,Adelphi Univ.,Freshman/Line Coach
1954,25,NFL,Baltimore Colts,Scout
1955,26,College,The Citadel,Line Coach
1956,27,College,The Citadel,Line Coach
1957,28,College,Southern California,Offensive Line
1958,29,College,Southern California,Offensive Line
1959,30,College,Southern California,Offensive Line
1960,31,AFL,Los Angeles Chargers,Offensive Assistant
1961,32,AFL,San Diego Chargers,Offensive Assistant
1962,33,AFL,San Diego Chargers,Offensive Assistant
1963,34,AFL,Oakland Raiders,Head Coach
1964,35,AFL,Oakland Raiders,Head Coach
1965,36,AFL,Oakland Raiders,Head Coach
