,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2024,385,5810,1065,5.5,18,11,336,418,630,4147,27,7,6.1,212,389,1663,13,4.3,94,96,897,30,182,40.1,8.8,Own 32.1,2:39,6.1,31.6,2.08,210,80,38.1%,30,19,63.3%,57,31,54.4%
1,2023,325,5852,1081,5.4,26,13,337,404,611,4232,23,13,6.4,213,422,1620,11,3.8,101,93,762,23,183,34.4,14.2,Own 27.1,2:50,6.1,32.0,1.78,225,92,40.9%,25,12,48.0%,54,23,42.6%
2,2022,358,5513,1073,5.1,20,10,314,364,570,3461,29,10,5.6,186,458,2052,12,4.5,103,97,863,25,197,33.0,10.2,Own 29.9,2:42,5.6,27.9,1.82,236,87,36.9%,24,14,58.3%,48,30,62.5%
3,2021,353,5635,1093,5.2,29,12,344,445,680,4062,26,17,5.6,214,366,1573,11,4.3,94,79,635,36,191,33.5,14.7,Own 28.3,2:39,5.9,29.4,1.78,226,87,38.5%,28,13,46.4%,59,31,52.5%
4,2020,355,5234,1023,5.1,25,10,319,426,617,3945,29,15,5.9,215,358,1289,10,3.6,78,95,1015,26,178,33.7,14.0,Own 28.1,2:48,5.9,29.4,1.89,205,82,40.0%,25,14,56.0%,51,32,62.7%
5,2019,449,5503,1073,5.1,28,16,331,408,664,4322,30,12,6.1,222,362,1181,11,3.3,70,111,971,39,198,39.4,13.6,Own 31.4,2:22,5.6,27.8,2.01,218,75,34.4%,27,13,48.1%,60,30,50.0%
6,2018,464,6134,998,6.1,17,8,356,387,534,4151,34,9,7.3,209,426,1983,19,4.7,122,127,1156,25,182,40.7,8.2,Own 29.0,2:38,5.6,33.7,2.38,181,73,40.3%,14,7,50.0%,58,45,77.6%
7,2017,382,6049,1011,6.0,26,13,327,371,549,4169,22,13,7.3,202,440,1880,17,4.3,102,109,937,23,175,38.9,13.1,Own 29.3,2:47,6.0,34.6,2.13,216,104,48.1,9,2,22.2,53,29,54.7
8,2016,369,5887,1013,5.8,29,12,326,347,548,4012,24,17,6.8,203,427,1875,15,4.4,102,121,1061,21,184,35.9,14.7,Own 28.4,2:36,5.7,31.9,1.92,195,67,34.4%,10,8,80.0%,50,29,58.0%
9,2015,417,5446,1045,5.2,23,12,351,378,541,3840,31,11,6.6,208,466,1606,12,3.4,104,104,862,39,180,41.7,12.8,Own 30.2,2:48,6.0,30.5,2.23,211,97,46.0%,6,4,66.7%,56,36,64.3%
