Year,Age,Level,Employer,Role
1965,25,High School,Miami Senior High,Asst. Coach
1966,26,College,Florida,Asst. Coach
1967,27,College,Florida,Asst. Coach
1968,28,College,Florida,Asst. Coach
1969,29,College,Florida,Asst. Coach
1970,30,College,Florida,Asst. Coach
1971,31,College,Florida,Asst. Coach
1972,32,College,Memphis State,Offensive Coordinator
1973,33,College,Memphis State,Offensive Coordinator
1974,34,College,Memphis State,Offensive Coordinator
1975,35,WFL,Charlotte Hornets,Asst. Coach
1976,36,College,Tulane,Offensive Coordinator
1977,37,NFL,New York Giants,WR Coach
1978,38,NFL,New York Giants,WR Coach
1979,39,College,Tulane,Offensive Coordinator
1980,40,NFL,Cincinnati Bengals,QB Coach
1981,41,NFL,Cincinnati Bengals,Offensive Coordinator
1982,42,NFL,Cincinnati Bengals,Offensive Coordinator
1984,44,USFL,Jacksonville Bulls,Head Coach
1985,45,USFL,Jacksonville Bulls,Head Coach
1986,46,NFL,Cleveland Browns,Offensive Coordinator
1987,47,NFL,Cleveland Browns,Offensive Coordinator
1988,48,NFL,Green Bay Packers,Head Coach
1989,49,NFL,Green Bay Packers,Head Coach
1990,50,NFL,Green Bay Packers,Head Coach
1991,51,NFL,Green Bay Packers,Head Coach
1995,55,NFL,Indianapolis Colts,Offensive Coordinator
1996,56,NFL,Indianapolis Colts,Head Coach
1997,57,NFL,Indianapolis Colts,Head Coach
