Year,Age,Level,Employer,Role
1970,23,College,Southern California,Graduate Assistant
1970,23,College,USC,Graduate Assistant
1971,24,College,Southern California,Graduate Assistant
1971,24,College,USC,Graduate Assistant
1972,25,College,Missouri,Wide Receivers
1973,26,College,Utah State,Play-Caller/Offensive Backfield
1974,27,College,Utah State,Play-Caller/Offensive Backfield
1975,28,College,Utah State,Play-Caller/Offensive Backfield
1976,29,College,California,AHC/Offensive Coordinator/QBs
1977,30,College,California,AHC/Offensive Coordinator/QBs
1978,31,College,California,AHC/Offensive Coordinator/QBs
1979,32,College,California,AHC/Offensive Coordinator/QBs
1980,33,College,California,AHC/Offensive Coordinator/QBs
1981,34,College,California,AHC/Offensive Coordinator/QBs
1982,35,College,Tennessee,Offensive Coordinator/Quarterbacks
1983,36,NFL,San Diego Chargers,Wide Receivers
1984,37,NFL,San Diego Chargers,Wide Receivers
1985,38,NFL,San Diego Chargers,Wide Receivers
1986,39,NFL,San Diego Chargers,Head Coach
1987,40,NFL,San Diego Chargers,Head Coach
1988,41,NFL,San Diego Chargers,Head Coach
1989,42,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1990,43,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1991,44,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1992,45,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1993,46,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1994,47,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1995,48,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1996,49,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1997,50,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1998,51,NFL,Kansas City Chiefs,Asst. Head Coach/Wide Receivers
1999,52,NFL,St. Louis Rams,Asst. Head Coach/Wide Receivers
2000,53,NFL,St. Louis Rams,Asst. Head Coach/Wide Receivers
2001,54,NFL,Kansas City Chiefs,Offensive Coordinator
2002,55,NFL,Kansas City Chiefs,Offensive Coordinator
2003,56,NFL,Kansas City Chiefs,Offensive Coordinator
2004,57,NFL,Kansas City Chiefs,Offensive Coordinator
2005,58,NFL,Kansas City Chiefs,Offensive Coordinator
2006,59,NFL,Washington Redskins,Offensive Coordinator
2007,60,NFL,Washington Redskins,Offensive Coordinator
2008,61,NFL,St. Louis Rams,Offensive Coordinator
2009,62,NFL,Baltimore Ravens,Offensive Consultant
2010,63,NFL,Baltimore Ravens,Offensive Consultant
2011,64,NFL,Oakland Raiders,Offensive Coordinator
2012,65,NFL,Oakland Raiders,Senior Offensive Assistant
2013,66,NFL,Oakland Raiders,Senior Offensive Assistant
2014,67,NFL,Oakland Raiders,Senior Offensive Assistant
2015,68,NFL,Miami Dolphins,Senior Offensive Assistant
2016,69,NFL,Cleveland Browns,Senior Offensive Assistant/Wide Receivers
2017,70,NFL,Cleveland Browns,Senior Offensive Assistant/Wide Receivers
