Year,Age,Level,Employer,Role
1919,21,High School,Beaumont HS (Beaumont TX),Head Coach
1921,23,High School,Terrill Prep (Dallas TX),Head Coach
1922,24,High School,Terrill Prep (Dallas TX),Head Coach
1923,25,College,Austin Coll.,Head Coach
1924,26,College,Austin Coll.,Head Coach
1925,27,College,Austin Coll.,Head Coach
1926,28,College,Austin Coll.,Head Coach
1927,29,College,Austin Coll.,Head Coach
1930,32,College,Texas Tech,Head Coach
1931,33,College,Texas Tech,Head Coach
1932,34,College,Texas Tech,Head Coach
1933,35,College,Texas Tech,Head Coach
1934,36,College,Texas Tech,Head Coach
1935,37,College,Texas Tech,Head Coach
1936,38,College,Texas Tech,Head Coach
1937,39,College,Texas Tech,Head Coach
1938,40,College,Texas Tech,Head Coach
1939,41,College,Texas Tech,Head Coach
1940,42,College,Texas Tech,Head Coach
1942,44,College,Alabama,Line Coach
1943,45,NFL,Brooklyn Dodgers,Head Coach
1944,46,NFL,Brooklyn Tigers,Head Coach
1945,47,NFL,Detroit Lions,Assistant Coach
1946,48,NFL,Detroit Lions,Assistant Coach
