Year,Age,Level,Employer,Role
1977,22,College,Iowa,Graduate Assistant
1978,23,College,Southern Illinois,Wide Receivers
1979,24,College,Southern Illinois,Wide Receivers
1980,25,College,Southern Illinois,Wide Receivers
1981,26,College,Northwestern,Offensive Assistant
1982,27,College,Colorado,Wide Receivers
1983,28,College,Colorado,Wide Receivers
1984,29,College,Colorado,Wide Receivers
1985,30,College,Louisville,Wide Receivers
1986,31,College,Penn State,Wide Receivers
1987,32,College,Penn State,Quarterbacks
1988,33,College,Penn State,Quarterbacks/Passing Game Coordinator
1989,34,College,Penn State,Quarterbacks/Passing Game Coordinator
1990,35,College,Penn State,Quarterbacks/Passing Game Coordinator
1991,36,College,Penn State,Quarterbacks/Passing Game Coordinator
1992,37,College,Penn State,Quarterbacks/Passing Game Coordinator
1993,38,College,Wake Forest,Head Coach
1994,39,College,Wake Forest,Head Coach
1995,40,College,Wake Forest,Head Coach
1996,41,College,Wake Forest,Head Coach
1997,42,College,Wake Forest,Head Coach
1998,43,College,Wake Forest,Head Coach
1999,44,College,Wake Forest,Head Coach
2000,45,College,Wake Forest,Head Coach
2001,46,NFL,Tampa Bay Buccaneers,Quarterbacks
2002,47,NFL,Indianapolis Colts,Assistant Head Coach/Quarterbacks
2003,48,NFL,Indianapolis Colts,Assistant Head Coach/Quarterbacks
2004,49,NFL,Indianapolis Colts,Assistant Head Coach/Quarterbacks
2005,50,NFL,Indianapolis Colts,Assistant Head Coach/Quarterbacks
2006,51,NFL,Indianapolis Colts,Assistant Head Coach/Quarterbacks
2007,52,NFL,Indianapolis Colts,Assistant Head Coach/Quarterbacks
2008,53,NFL,Indianapolis Colts,Assistant Head Coach/Quarterbacks
2009,54,NFL,Indianapolis Colts,Head Coach
2010,55,NFL,Indianapolis Colts,Head Coach
2011,56,NFL,Indianapolis Colts,Head Coach
2012,57,NFL,Baltimore Ravens,Quarterbacks/Interim Offensive Coordinator
2013,58,NFL,Baltimore Ravens,Offensive Coordinator
2014,59,NFL,Detroit Lions,Head Coach
2015,60,NFL,Detroit Lions,Head Coach
2016,61,NFL,Detroit Lions,Head Coach
2017,62,NFL,Detroit Lions,Head Coach
2019,64,NFL,Miami Dolphins,Asst. HC/Quarterbacks
2023,68,NFL,Carolina Panthers,Senior Assistant
2024,69,NFL,Carolina Panthers,Senior Assistant
2025,70,NFL,Carolina Panthers,Senior Assistant
