Year,Age,Level,Employer,Role
2005,24,College (FBS),Mississippi State,Graduate Assistant
2006,25,College (FBS),Mississippi State,Graduate Assistant
2007,26,College (FBS),Mississippi State,Graduate Assistant
2008,27,College (NCAA D-III),BirminghamâSouthern,Linebackers
2009,28,College (FBS),Alabama,Special Teams Assistant
2010,29,College (FBS),Alabama,Special Teams Assistant
2011,30,College (FBS),Alabama,Special Teams Assistant
2012,31,NFL,New England Patriots,Special Teams Assistant
2013,32,NFL,New England Patriots,Special Teams Assistant
2014,33,NFL,New England Patriots,Special Teams Assistant
2015,34,NFL,New England Patriots,Special Teams Coordinator
2016,35,NFL,New England Patriots,Special Teams Coordinator
2017,36,NFL,New England Patriots,Special Teams Coordinator
2018,37,NFL,New England Patriots,Special Teams Coordinator
2019,38,NFL,New England Patriots,Special Teams Coordinator/Wide Receivers
2020,39,NFL,New York Giants,Head Coach
2021,40,NFL,New York Giants,Head Coach
2022,41,NFL,New England Patriots,Quarterbacks/Offensive Assistant
2023,42,NFL,New England Patriots,Offensive Assistant
2024,43,College (FBS),Ole Miss,Senior Analyst
2025,44,College (FBS),Ole Miss,Senior Analyst
