,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2022,397,6197,1009,6.1,21,6,342,368,584,4511,30,15,7.3,220,390,1686,12,4.3,93,111,881,29,178,38.8,11.8,Own 26.6,2:48,5.85,34.9,2.13,196,71,36.2%,24,13,54.2%,50,30,60.0%
1,2021,341,5219,1097,4.8,26,12,325,404,615,3651,21,14,5.6,206,442,1568,12,3.5,87,105,825,32,186,30.1,12.4,Own 28.0,2:47,6.06,27.9,1.61,233,95,40.8%,22,12,54.5%,49,30,61.2%
2,2020,404,5424,1021,5.3,20,7,345,370,559,3736,24,13,6.3,207,428,1688,15,3.9,100,74,635,38,181,41.4,11.0,Own 29.7,2:46,5.86,30.0,2.10,202,78,38.6%,10,8,80.0%,60,35,58.3%
3,2019,306,4960,1022,4.9,26,8,315,371,615,3804,22,18,5.7,210,349,1156,10,3.3,64,92,769,41,182,30.2,13.7,Own 27.7,2:32,5.78,27.1,1.61,207,71,34.3%,28,13,46.4%,48,27,56.3%
4,2018,319,4638,878,5.3,23,10,252,292,455,2900,26,13,5.7,153,371,1738,7,4.7,75,108,978,24,184,28.3,12.5,Own 29.4,2:27,4.92,25.0,1.59,186,56,30.1%,13,8,61.5%,31,16,51.6%
5,2017,281,4923,995,4.9,29,8,284,373,602,3535,24,21,5.6,187,360,1388,4,3.9,66,137,1154,31,190,25.8,15.3,Own 28.1,2:29,5.39,25.9,1.36,202,64,31.7,24,7,29.2,38,20,52.6
6,2016,363,5324,913,5.8,23,8,278,316,477,3500,27,15,6.9,167,406,1824,14,4.5,90,125,1142,21,189,30.7,11.1,Own 29.6,2:27,4.96,28.0,1.81,188,69,36.7%,4,0,0.0%,47,26,55.3%
7,2015,310,5307,977,5.4,19,7,291,365,588,3811,24,12,6.0,194,344,1496,11,4.3,72,134,1090,25,187,25.7,9.6,Own 26.0,2:21,5.31,28.3,1.52,205,63,30.7%,22,8,36.4%,43,23,53.5%
8,2014,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,181,37.6,10.5,Own 31.1,2:40,5.95,30.9,1.99,200,80,40.0%,19,7,36.8%,68,35,51.5%
9,2013,317,5007,1001,5.0,26,7,278,357,594,3567,24,19,5.5,205,349,1440,8,4.1,61,70,598,12,194,29.9,13.4,Own 27.9,2:22,5.34,25.6,1.56,217,76,35.0%,12,3,25.0%,46,26,56.5%
10,2012,288,4984,981,5.1,26,13,288,293,504,3182,13,13,5.9,158,440,1802,15,4.1,93,82,724,37,186,27.4,12.9,Own 25.3,2:30,5.44,26.8,1.42,207,78,37.7%,15,5,33.3%,38,21,55.3%
11,2011,329,5078,990,5.1,25,12,287,280,469,3091,20,13,5.9,166,469,1987,11,4.2,89,85,779,32,195,32.8,12.8,Own 29.5,2:31,5.28,25.9,1.62,207,69,33.3%,16,6,37.5%,53,25,47.2%
12,2010,273,5170,1040,5.0,31,10,300,335,557,3527,17,21,5.9,189,445,1643,8,3.7,91,72,595,20,185,29.7,15.7,Own 28.6,2:40,5.84,27.7,1.43,230,92,40.0%,10,3,30.0%,34,18,52.9%
13,2009,360,5401,1088,5.0,29,10,333,331,545,3170,15,19,5.5,188,509,2231,22,4.4,129,78,640,16,181,34.3,15.5,Own 28.4,2:50,6.17,29.7,1.85,245,120,49.0%,18,13,72.2%,54,33,61.1%
14,2008,345,5529,965,5.7,13,6,308,330,491,3632,20,7,7.0,184,448,1897,18,4.2,111,81,669,13,174,33.9,6.9,Own 29.2,2:51,5.69,31.6,1.89,192,71,37.0%,15,10,66.7%,45,27,60.0%
15,2007,267,4600,989,4.7,29,13,283,318,558,3031,12,16,5.1,162,389,1569,14,4.0,107,91,732,14,175,26.9,16.0,Own 27.7,2:42,5.78,26.0,1.40,218,81,37.2%,22,13,59.1%,39,20,51.3%
