Year,Age,Level,Employer,Role
2005,22,NFL,Denver Broncos,Intern
2006,23,NFL,Houston Texans,Offensive Assistant
2007,24,NFL,Houston Texans,Offensive Assistant
2008,25,NFL,Houston Texans,Offensive Assistant
2009,26,UFL,Sacramento Mountain Lions,Running Backs
2010,27,UFL,Sacramento Mountain Lions,Running Backs
2011,28,NFL,Washington Redskins,Offensive Assistant
2012,29,NFL,Washington Redskins,Offensive Assistant
2013,30,NFL,Washington Redskins,Wide Receivers
2014,31,NFL,Cleveland Browns,Wide Receivers
2015,32,NFL,Atlanta Falcons,Offensive Assistant
2016,33,NFL,Atlanta Falcons,Offensive Assistant
2017,34,NFL,San Francisco 49ers,Run Game Coordinator
2018,35,NFL,San Francisco 49ers,Run Game Coordinator
2019,36,NFL,San Francisco 49ers,Run Game Coordinator
2020,37,NFL,San Francisco 49ers,Run Game Coordinator
2021,38,NFL,San Francisco 49ers,Offensive Coordinator
2022,39,NFL,Miami Dolphins,Head Coach
2023,40,NFL,Miami Dolphins,Head Coach
2024,41,NFL,Miami Dolphins,Head Coach
2025,42,NFL,Miami Dolphins,Head Coach
