Year,Age,Level,Employer,Role
1988,35,College,Boise State,Offensive Assistant/Quarterbacks
1989,36,College,Boise State,Offensive Assistant/Quarterbacks
1990,37,College,Boise State,Offensive Assistant/Quarterbacks
1991,38,College,Boise State,Offensive Assistant/Quarterbacks
1992,39,College,Utah State,Offensive Coordinator
1993,40,College,Utah State,Offensive Coordinator
1994,41,College,Utah State,Offensive Coordinator
1995,42,College,Minnesota,Quarterbacks
1996,43,College,Minnesota,Quarterbacks
1997,44,NFL,Seattle Seahawks,Offensive Assistant
1998,45,NFL,Detroit Lions,Quarterbacks
1999,46,NFL,Detroit Lions,Quarterbacks
2000,47,NFL,Detroit Lions,Quarterbacks
2001,48,NFL,Seattle Seahawks,Quarterbacks
2002,49,NFL,Seattle Seahawks,Quarterbacks
2003,50,NFL,Seattle Seahawks,Quarterbacks
2004,51,NFL,Seattle Seahawks,Quarterbacks
2005,52,NFL,Seattle Seahawks,Quarterbacks
2006,53,NFL,Seattle Seahawks,Quarterbacks
2007,54,NFL,Seattle Seahawks,Quarterbacks
2008,55,NFL,Washington Redskins,Head Coach
2009,56,NFL,Washington Redskins,Head Coach
2010,57,NFL,Baltimore Ravens,Quarterbacks
2011,58,NFL,Kansas City Chiefs,Quarterbacks
2012,59,NFL,Kansas City Chiefs,Quarterbacks
2020,67,XFL,Seattle Dragons,Head Coach
