Year,Age,Level,Employer,Role
1921,27,High School,Pendleton HS (OR),Head Coach
1922,28,College,Haskell,Head Coach
1923,29,College,Haskell,Head Coach
1924,30,College,Haskell,Head Coach
1925,31,College,Haskell,Head Coach
1926,32,College,Haskell,Head Coach
1927,33,College,Northwestern,Head Coach
1928,34,College,Northwestern,Head Coach
1929,35,College,Northwestern,Head Coach
1930,36,College,Northwestern,Head Coach
1931,37,College,Northwestern,Head Coach
1932,38,College,Northwestern,Head Coach
1933,39,College,Northwestern,Head Coach
1934,40,College,Northwestern,Head Coach
1941,47,Military,El Toro Marines,Head Coach
1942,48,Military,El Toro Marines,Head Coach
1943,49,Military,El Toro Marines,Head Coach
1944,50,Military,El Toro Marines,Head Coach
1945,51,Military,El Toro Marines,Head Coach
1946,52,AAFC,Chicago Rockets,Head Coach
