Year,Age,Level,Employer,Role
1979,24,High School,Shanley HS (Fargo ND),Assistant Coach
1980,25,High School,Shanley HS (Fargo ND),Assistant Coach
1981,26,College (D-II),Northern Michigan,Graduate Assistant
1982,27,College (D-II),Northern Michigan,Graduate Assistant
1983,28,College (D-II),Northern Michigan,Graduate Assistant
1984,29,College (D-II),Northern Michigan,Graduate Assistant
1985,30,College (D-II),Northern Michigan,Graduate Assistant
1986,31,College (D-II),Northern Michigan,Graduate Assistant
1987,32,College (FBS),Western Michigan,Linebackers
1988,33,College (FBS),Western Michigan,Linebackers
1989,34,College (FBS),Western Michigan,Linebackers
1990,35,College (FBS),Western Michigan,Linebackers
1991,36,College (FBS),Western Michigan,Linebackers
1992,37,College (FBS),Cincinnati,Linebackers
1993,38,College (FBS),Cincinnati,Linebackers
1994,39,College (FBS),Cincinnati,Linebackers
1995,40,College (FBS),Cincinnati,Linebackers
1996,41,College (FBS),Minnesota,Secondary
1997,42,College (FBS),Boston College,Secondary
1998,43,College (FBS),Boston College,Secondary
1999,44,College (FBS),Notre Dame,Special Teams/Cornerbacks
2000,45,College (FBS),Notre Dame,Special Teams/Cornerbacks
2001,46,NFL,Cleveland Browns,Special Teams Coordinator
2002,47,NFL,Cleveland Browns,Special Teams Coordinator
2003,48,NFL,Cleveland Browns,Special Teams Coordinator
2004,49,NFL,Cleveland Browns,Special Teams Coordinator
2005,50,NFL,Cleveland Browns,Special Teams Coordinator
2006,51,NFL,Cleveland Browns,Special Teams Coordinator
2007,52,NFL,Atlanta Falcons,Special Teams Coordinator
2008,53,NFL,Baltimore Ravens,Special Teams Coordinator
2009,54,NFL,Baltimore Ravens,Special Teams Coordinator
2010,55,NFL,Baltimore Ravens,Special Teams Coordinator
2011,56,NFL,Baltimore Ravens,Special Teams Coordinator
2012,57,NFL,Baltimore Ravens,Special Teams Coordinator
2013,58,NFL,Baltimore Ravens,Special Teams Coordinator
2014,59,NFL,Baltimore Ravens,Special Teams Coordinator
2015,60,NFL,Baltimore Ravens,Special Teams Coordinator
2016,61,NFL,Baltimore Ravens,Special Teams Coordinator
2017,62,NFL,Baltimore Ravens,Special Teams Coordinator
2018,63,NFL,Baltimore Ravens,Special Teams Coordinator
2022,67,NFL,Denver Broncos,Senior Assistant/Interim Head Coach
