Year,Age,Level,Employer,Role
1993,22,High School,Benton HS (St. Joseph MO),Assistant
1994,23,College (NJCAA),Hutchinson (KS),Running Backs
1995,24,College (NAIA),Central Methodist,Offensive Coordinator
1996,25,College (NAIA),Central Methodist,Offensive Coordinator
1997,26,College (FBS),Missouri,Graduate Assistant
1998,27,College (FBS),Missouri,Graduate Assistant
1999,28,College (FBS),Missouri,Graduate Assistant
2000,29,College (FBS),Missouri,Running Backs/Special Teams
2001,30,College (NAIA),Culver-Stockton,Head Coach
2002,31,College (FBS),Utah State,Asst. Head Coach/Wide Receivers
2003,32,College (FBS),Utah State,Asst. Head Coach/Wide Receivers
2004,33,College (FBS),Utah State,Asst. Head Coach/Wide Receivers
2005,34,College (FBS),Utah State,Running Backs/Special Teams
2006,35,College (FBS),Western Michigan,Running Backs/Special Teams
2007,36,College (FBS),Western Michigan,Running Backs/Special Teams
2008,37,NFL,Chicago Bears,Asst. Special Teams
2009,38,NFL,Chicago Bears,Asst. Special Teams
2010,39,NFL,Chicago Bears,Asst. Special Teams
2011,40,NFL,Cleveland Browns,Special Teams Coordinator
2012,41,NFL,Cleveland Browns,Special Teams Coordinator
2013,42,NFL,Cleveland Browns,Special Teams Coordinator
2014,43,NFL,Cleveland Browns,Special Teams Coordinator
2015,44,NFL,Cleveland Browns,Special Teams Coordinator
2016,45,NFL,Cleveland Browns,Special Teams Coordinator
2017,46,NFL,Cleveland Browns,Special Teams Coordinator
2018,47,NFL,Chicago Bears,Special Teams Coordinator
2019,48,NFL,Chicago Bears,Special Teams Coordinator
2020,49,NFL,Chicago Bears,Special Teams Coordinator
2021,50,NFL,Chicago Bears,Special Teams Coordinator
2022,51,NFL,Carolina Panthers,Special Teams Coordinator
2023,52,NFL,Carolina Panthers,Interim Head Coach/Special Teams Coordinator
2025,54,NFL,Buffalo Bills,Special Teams Coordinator
