Year,Age,Level,Employer,Role
1993,23,College (FCS),Colgate,Graduate Assistant
1994,24,College (D-II),New Haven,Special Teams/Defensive Line
1995,25,College (D-II),New Haven,Special Teams/Defensive Line
1996,26,College (D-II),New Haven,Special Teams/Defensive Line
1997,27,College (D-II),New Haven,Defensive Coordinator
1998,28,College (FCS),Northeastern,Special Teams/Linebackers
1999,29,College (D-II),New Haven,Head Coach
2000,30,College (D-II),New Haven,Head Coach
2001,31,College (D-II),New Haven,Head Coach
2002,32,College (FBS),Rutgers,Special Teams
2003,33,College (FBS),Rutgers,Special Teams
2004,34,College (FBS),Rutgers,Special Teams/Asst. Head Coach
2005,35,College (FBS),Rutgers,Special Teams/Asst. Head Coach
2006,36,College (FBS),Rutgers,Special Teams/Asst. Head Coach
2007,37,College (FBS),Rutgers,Special Teams/Asst. Head Coach
2008,38,College (FCS),Rhode Island,Head Coach
2009,39,NFL,Miami Dolphins,Asst. Special Teams
2010,40,NFL,Miami Dolphins,Asst. Special Teams/Interim ST Coordinator
2011,41,NFL,Miami Dolphins,Special Teams Coordinator
2012,42,NFL,Miami Dolphins,Special Teams Coordinator
2013,43,NFL,Miami Dolphins,Special Teams Coordinator
2014,44,NFL,Miami Dolphins,Special Teams Coordinator
2015,45,NFL,Miami Dolphins,Special Teams Coordinator
2016,46,NFL,Miami Dolphins,Special Teams Coordinator
2017,47,NFL,Miami Dolphins,Special Teams Coordinator/Associate HC
2018,48,NFL,Miami Dolphins,Special Teams Coordinator/Associate HC
2019,49,NFL,New Orleans Saints,Special Teams Coordinator
2020,50,NFL,New Orleans Saints,Special Teams Coordinator
2021,51,NFL,New Orleans Saints,Special Teams Coordinator
2022,52,NFL,New Orleans Saints,Special Teams Coordinator/Asst. HC
2023,53,NFL,New Orleans Saints,Special Teams Coordinator/Asst. HC
2024,54,NFL,New Orleans Saints,Special Teams Coordinator/Interim Head Coach
2025,55,NFL,Denver Broncos,Special Teams Coordinator/Asst. HC
