Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,350,5338.0,965.0,5.5,29.0,10,292.0,340,560,3786,25,19,6.4,186.0,372,1552,10,4.2,87.0,101,843,19.0,180.0,32.2,15.0,26.9,2.5,5.5,29.6,1.74,211.0,93.0,0.441,11.0,6.0,0.545,47.0,22.0,0.46799999999999997
buf,434,5938.0,1003.0,5.9,31.0,11,340.0,321,507,3714,30,20,6.9,196.0,467,2224,19,4.8,120.0,85,871,24.0,189.0,37.0,15.3,29.5,2.5166666666666666,5.4,31.4,2.15,189.0,75.0,0.397,13.0,9.0,0.6920000000000001,59.0,38.0,0.644
car,429,6042.0,972.0,6.2,24.0,10,329.0,318,490,3949,28,14,7.6,191.0,451,2093,18,4.6,110.0,98,901,28.0,171.0,42.7,12.9,28.0,2.783333333333333,5.9,35.1,2.36,194.0,83.0,0.428,12.0,4.0,0.33299999999999996,56.0,33.0,0.589
chi,341,5607.0,1048.0,5.4,31.0,11,291.0,383,631,4065,22,20,6.1,199.0,384,1542,10,4.0,75.0,98,720,17.0,203.0,30.5,14.3,30.8,2.3666666666666667,5.3,27.6,1.55,229.0,80.0,0.349,17.0,7.0,0.41200000000000003,56.0,25.0,0.446
cin,323,5060.0,1009.0,5.0,22.0,12,284.0,319,539,3385,21,10,5.8,170.0,425,1675,14,3.9,94.0,101,878,20.0,200.0,28.5,11.0,26.1,2.3666666666666667,5.2,25.0,1.56,220.0,78.0,0.355,11.0,4.0,0.364,41.0,24.0,0.585
cle,307,5318.0,1035.0,5.1,20.0,11,301.0,265,469,2959,16,9,5.9,149.0,534,2359,12,4.4,124.0,90,726,28.0,174.0,33.3,11.5,29.7,2.85,6.1,30.5,1.64,230.0,95.0,0.413,14.0,6.0,0.429,49.0,20.0,0.408
clt,430,5935.0,1062.0,5.6,17.0,9,343.0,351,493,3632,25,8,7.0,193.0,540,2303,19,4.3,136.0,84,804,14.0,186.0,39.2,9.1,30.8,2.9,5.9,31.9,2.12,216.0,98.0,0.45399999999999996,6.0,3.0,0.5,57.0,35.0,0.614
crd,348,5682.0,1095.0,5.2,19.0,9,333.0,340,578,3696,17,10,6.0,174.0,475,1986,15,4.2,118.0,122,950,41.0,204.0,32.8,9.3,31.0,2.55,5.6,27.7,1.61,226.0,71.0,0.314,8.0,4.0,0.5,58.0,23.0,0.397
dal,347,5491.0,972.0,5.6,25.0,10,305.0,336,545,3906,24,15,6.7,199.0,385,1585,10,4.1,78.0,85,650,28.0,180.0,33.3,13.3,25.9,2.6333333333333333,5.6,30.4,1.76,204.0,81.0,0.397,11.0,4.0,0.364,49.0,27.0,0.551
den,390,5725.0,1063.0,5.4,18.0,9,315.0,333,534,3704,24,9,6.4,182.0,488,2021,11,4.1,101.0,99,845,32.0,206.0,33.0,7.8,28.3,2.4833333333333334,5.3,27.7,1.69,218.0,73.0,0.335,9.0,3.0,0.33299999999999996,52.0,27.0,0.519
