Year,Age,Level,Employer,Role
1985,21,High School,St. Xavier (Ohio),Defensive Backs
1986,22,College (FBS),Ohio State,Graduate Assistant
1987,23,College (FBS),Ohio State,Graduate Assistant
1988,24,College (FCS),Illinois State,Outside Linebackers
1989,25,College (FCS),Illinois State,Quarterbacks/Wide Receivers
1990,26,College (FBS),Colorado State,Wide Receivers
1991,27,College (FBS),Colorado State,Wide Receivers
1992,28,College (FBS),Colorado State,Wide Receivers
1993,29,College (FBS),Colorado State,Wide Receivers
1994,30,College (FBS),Colorado State,Wide Receivers
1995,31,College (FBS),Colorado State,Wide Receivers
1996,32,College (FBS),Notre Dame,Wide Receivers
1997,33,College (FBS),Notre Dame,Wide Receivers
1998,34,College (FBS),Notre Dame,Wide Receivers
1999,35,College (FBS),Notre Dame,Wide Receivers
2000,36,College (FBS),Notre Dame,Wide Receivers
2001,37,College (FBS),Bowling Green,Head Coach
2002,38,College (FBS),Bowling Green,Head Coach
2003,39,College (FBS),Utah,Head Coach
2004,40,College (FBS),Utah,Head Coach
2005,41,College (FBS),Florida,Head Coach
2006,42,College (FBS),Florida,Head Coach
2007,43,College (FBS),Florida,Head Coach
2008,44,College (FBS),Florida,Head Coach
2009,45,College (FBS),Florida,Head Coach
2010,46,College (FBS),Florida,Head Coach
2012,48,College (FBS),Ohio State,Head Coach
2013,49,College (FBS),Ohio State,Head Coach
2014,50,College (FBS),Ohio State,Head Coach
2015,51,College (FBS),Ohio State,Head Coach
2016,52,College (FBS),Ohio State,Head Coach
2017,53,College (FBS),Ohio State,Head Coach
2018,54,College (FBS),Ohio State,Head Coach
2021,57,NFL,Jacksonville Jaguars,Head Coach
