Year,Age,Level,Employer,Role
1985,23,College (FCS),Montana,Receivers
1986,24,College (FBS),UTEP,Graduate Assistant
1987,25,College (FBS),UTEP,Graduate Assistant
1988,26,College (FCS),Northern Arizona,Running Backs
1989,27,College (NCAA D-II),Southeast Missouri State,Offensive Coordinator/Quarterbacks
1990,28,College (NCAA D-II),Southeast Missouri State,Offensive Coordinator/Quarterbacks
1991,29,College (FBS),Missouri,Tight Ends/Offensive Line
1992,30,College (FBS),Missouri,Tight Ends/Offensive Line
1993,31,College (FBS),Missouri,Tight Ends/Offensive Line
1994,32,College (FCS),Northern Arizona,Offensive Coordinator
1995,33,NFL,Green Bay Packers,Offensive Quality Control
1996,34,NFL,Green Bay Packers,Quarterbacks
1997,35,NFL,San Francisco 49ers,Offensive Coordinator/Quarterbacks
1998,36,NFL,San Francisco 49ers,Offensive Coordinator/Quarterbacks
1999,37,NFL,San Francisco 49ers,Offensive Coordinator/Quarterbacks
2000,38,NFL,San Francisco 49ers,Offensive Coordinator/Quarterbacks
2001,39,NFL,Detroit Lions,Head Coach
2002,40,NFL,Detroit Lions,Head Coach
2003,41,NFL,Philadelphia Eagles,Senior Assistant
2004,42,NFL,Philadelphia Eagles,Assistant Head Coach
2005,43,NFL,Philadelphia Eagles,Assistant Head Coach
2006,44,NFL,Philadelphia Eagles,Assistant Head Coach/Offensive Coordinator
2007,45,NFL,Philadelphia Eagles,Assistant Head Coach/Offensive Coordinator
2008,46,NFL,Philadelphia Eagles,Assistant Head Coach/Offensive Coordinator
2009,47,NFL,Philadelphia Eagles,Assistant Head Coach/Offensive Coordinator
2010,48,NFL,Philadelphia Eagles,Assistant Head Coach/Offensive Coordinator
2011,49,NFL,Philadelphia Eagles,Assistant Head Coach/Offensive Coordinator
2012,50,NFL,Philadelphia Eagles,Offensive Coordinator/Assistant Head Coach
2013,51,NFL,New York Jets,Offensive Coordinator
2014,52,NFL,New York Jets,Offensive Coordinator
2015,53,NFL,Baltimore Ravens,Quarterbacks
2016,54,NFL,Baltimore Ravens,Quarterbacks/Interim Offensive Coordinator
2017,55,NFL,Baltimore Ravens,Offensive Coordinator/Quarterbacks
2018,56,NFL,Baltimore Ravens,Offensive Coordinator/Quarterbacks
2020,58,NFL,Philadelphia Eagles,Senior Offensive Asst.
