Year,Age,Level,Employer,Role
2006,24,NFL,Minnesota Vikings,Assistant
2007,25,NFL,Minnesota Vikings,Assistant
2008,26,NFL,Minnesota Vikings,Assistant
2009,27,NFL,Minnesota Vikings,Asst. QB Coach
2010,28,NFL,Minnesota Vikings,Asst. QB Coach
2011,29,NFL,Minnesota Vikings,Asst. QB Coach
2012,30,NFL,Minnesota Vikings,Asst. QB Coach
2013,31,NFL,Minnesota Vikings,Asst. QB Coach
2014,32,NFL,Minnesota Vikings,Tight Ends
2015,33,NFL,Minnesota Vikings,Tight Ends
2016,34,NFL,Minnesota Vikings,Running Backs
2017,35,NFL,Minnesota Vikings,Quarterbacks
2018,36,NFL,Minnesota Vikings,Quarterbacks
2019,37,NFL,Minnesota Vikings,Offensive Coordinator
2020,38,NFL,Cleveland Browns,Head Coach
2021,39,NFL,Cleveland Browns,Head Coach
2022,40,NFL,Cleveland Browns,Head Coach
2023,41,NFL,Cleveland Browns,Head Coach
2024,42,NFL,Cleveland Browns,Head Coach
2025,43,NFL,Cleveland Browns,Head Coach
