Year,Age,Level,Employer,Role
1949,32,NFL,Los Angeles Rams,Receivers
1950,33,NFL,Los Angeles Rams,Receivers
1951,34,NFL,Los Angeles Rams,Receivers
1952,35,NFL,Los Angeles Rams,Receivers
1953,36,NFL,Los Angeles Rams,Receivers
1954,37,NFL,Los Angeles Rams,Receivers
1955,38,NFL,San Francisco 49ers,Offensive Assistant
1956,39,NFL,San Francisco 49ers,Offensive Assistant
1957,40,NFL,San Francisco 49ers,Offensive Assistant
1958,41,NFL,San Francisco 49ers,Offensive Assistant
1959,42,NFL,San Francisco 49ers,Head Coach
1960,43,NFL,San Francisco 49ers,Head Coach
1961,44,NFL,San Francisco 49ers,Head Coach
1962,45,NFL,San Francisco 49ers,Head Coach
1963,46,NFL,San Francisco 49ers,Head Coach
1964,47,NFL,Dallas Cowboys,Passing Game Assistant
1965,48,NFL,Dallas Cowboys,Passing Game Assistant
