Year,Age,Level,Employer,Role
1997,22,College (FCS),William & Mary,Restricted-earnings coach
1998,23,College (FBS),Michigan State,Graduate Assistant
1999,24,College (FBS),Michigan State,Graduate Assistant
2000,25,NFL,New England Patriots,Defensive Assistant
2001,26,NFL,New England Patriots,Defensive Assistant
2002,27,NFL,New England Patriots,Wide Receivers
2003,28,NFL,New England Patriots,Wide Receivers
2004,29,NFL,New England Patriots,Wide Receivers
2005,30,NFL,New England Patriots,Wide Receivers
2006,31,NFL,New England Patriots,Wide Receivers
2007,32,NFL,New York Jets,Quarterbacks
2008,33,NFL,New York Jets,Quarterbacks
2009,34,NFL,Cleveland Browns,Offensive Coordinator
2010,35,NFL,Cleveland Browns,Offensive Coordinator
2011,36,NFL,Miami Dolphins,Offensive Coordinator
2012,37,NFL,Kansas City Chiefs,Offensive Coordinator
2013,38,NFL,New England Patriots,Assistant Coach
2014,39,NFL,New England Patriots,Tight Ends
2015,40,NFL,New England Patriots,Tight Ends
2016,41,NFL,New England Patriots,Tight Ends
2017,42,College (FBS),Alabama,Offensive Coordinator
2018,43,NFL,Buffalo Bills,Offensive Coordinator
2019,44,NFL,Buffalo Bills,Offensive Coordinator
2020,45,NFL,Buffalo Bills,Offensive Coordinator
2021,46,NFL,Buffalo Bills,Offensive Coordinator
2022,47,NFL,New York Giants,Head Coach
2023,48,NFL,New York Giants,Head Coach
2024,49,NFL,New York Giants,Head Coach
2025,50,NFL,New York Giants,Head Coach
